"","date","Composite.index","Indicator.3.days","Indicator.7.days","Indicator.21.days"
"830",2009-07-06,0.397097851625997,-0.00430905384507794,0.106733578122938,0.0202663929345095
"831",2009-07-07,0.356254214843711,0.137832918477118,0.0681048403526562,0.0248504004077597
"832",2009-07-08,0.346188264608894,-0.0843155355703526,0.00221888003934505,-0.0652259511919441
"833",2009-07-09,0.395195990060894,-0.147450145176039,-0.0412493758100381,-0.002048894105458
"834",2009-07-10,0.38464297771794,-0.089169271901181,-0.0546308569164217,-0.0498604549016598
"835",2009-07-13,0.345944733554826,0.032176274175754,0.0355777287213044,-0.165988241057126
"836",2009-07-14,0.420859524472931,0.203221844745864,0.0487659740284657,0.106241327821338
"837",2009-07-15,0.471177678930155,0.0583659274224786,-0.016402309310452,0.0770572865754109
"838",2009-07-16,0.465599658120308,0.222610372892269,0.067014410345686,0.117349381814566
"839",2009-07-17,0.47255768823654,-0.273928105895127,-0.00439268479083894,0.00251938985930913
"840",2009-07-20,0.562061148965014,0.152592485347088,0.0993835624900469,0.158841301701075
"841",2009-07-21,0.499775182707871,0.355852352503648,0.356698782880329,0.30597221808394
"842",2009-07-22,0.596491801323506,0.151478077502679,0.0869623809944026,0.104398048826818
"843",2009-07-23,0.633462134674422,-0.204841843762216,-0.109750094777734,-0.0416104509504605
"844",2009-07-24,0.684615252745593,-0.54587828293185,-0.0741033812680663,-0.0682134178037989
"845",2009-07-27,0.757222297008482,0.0837957432570656,0.00490262348209289,0.0384052742211432
"846",2009-07-28,0.760886859536364,0.0336330364168696,0.0734750709513251,0.0143749152558269
"847",2009-07-29,0.561492909838855,2.2285741167148,1.65405179821838,1.67011357659138
"848",2009-07-30,0.625425609890173,-0.00417360855075214,-0.0980736354291934,0.0951877013574758
"849",2009-07-31,0.730375897476684,1.05764969996736,0.379723239914634,0.47903724745927
"850",2009-08-03,0.788974107772224,-3.21140120964885,0.280858239214387,0.22870326889433
"851",2009-08-04,0.799237202193667,-0.0352964023594769,-0.00286757222537476,-0.0282998962688977
"852",2009-08-05,0.749440899995161,0.0750973151330703,0.00620353548537586,0.115930637549099
"853",2009-08-06,0.665747394413742,-0.172232969227019,0.463670280131315,0.56360674258781
"854",2009-08-07,0.554836394360993,-0.0143414730527615,-1.11265839522505,0.783593140279048
"855",2009-08-10,0.542161182832589,0.093745704224686,-0.259973878455444,0.00674659464005069
"856",2009-08-11,0.559521467972589,0.228414211389158,-0.820297334510108,-0.00792222927435117
"857",2009-08-12,0.383239774977833,0.94697883116793,0.122699245079772,1.38633569548215
"858",2009-08-13,0.415525034717153,0.149593754016792,0.0192600825602072,-0.16153244065305
"859",2009-08-14,0.306991361620783,-0.358539574927039,0.200737894956746,0.732552212740478
"860",2009-08-17,0.102494856504704,0.370807986744435,0.782416454559128,1.75853412179772
"861",2009-08-18,0.149171641867765,1.30838749474783,0.777271600399715,-0.260955813295835
"862",2009-08-19,0.00386477960710486,0.378563795024153,0.222767168027105,1.01561165046208
"863",2009-08-20,0.149983412047992,0.782077621086081,1.28142066489833,0.454420280677456
"864",2009-08-21,0.20702766228424,0.0721834852499496,-0.0441095008139416,0.0755950002864513
"865",2009-08-24,0.244902539550266,-4.01471824096987,0.0599975598838678,0.0340764713855831
"866",2009-08-25,0.154877226563076,0.677872547210718,-0.351629968771725,-0.270230264299761
"867",2009-08-26,0.214936623183025,0.539173511812048,-1.48301146269302,0.405733041408793
"868",2009-08-27,0.190363180155863,0.0363853092296442,-0.114661341358372,-1.31949264191772
"869",2009-08-28,0.0909677199454782,-0.286159716905384,-1.18398592267954,-0.107563312034601
"870",2009-08-31,-0.132779335158845,1.061681755206,1.42327220380649,0.506448160748527
"871",2009-09-01,-0.114259378332806,0.230588665719712,-0.397426069269345,-0.905145536861305
"872",2009-09-02,-0.078019638144094,0.979197861468161,0.0554139910479553,0.0915894369160715
"873",2009-09-03,0.0727956646252504,-2.43182894475669,1.34344896448964,1.68350153931471
"874",2009-09-04,0.092034617896634,-0.234892222348786,-0.408573775893442,-0.0031531682012563
"875",2009-09-07,0.11465981249125,0.0356622726246461,0.0561398991618689,-0.301018103411002
"876",2009-09-08,0.171901206914125,-0.921977950882116,-0.256698668844285,0.265539820769085
"877",2009-09-09,0.190200826119817,0.0268329802196618,-3.01068352058884,-0.0479143683516695
"878",2009-09-10,0.165407045472308,0.204750986997702,0.127176593019966,-1.17449891318795
"879",2009-09-11,0.240681334613085,0.291159129460323,0.0700869771410271,0.346196581286552
"880",2009-09-14,0.283531203412218,0.0940533956204772,-0.461342827442103,-0.42911994602694
"881",2009-09-15,0.29163730849763,-0.387830879603695,0.0152722914419782,-2.06261830936299
"882",2009-09-16,0.25218527773859,0.15928519313177,0.218758603080562,-0.054197724241785
"883",2009-09-17,0.322403398328239,0.153811798396911,0.0857426045092513,-1.36797305657479
"884",2009-09-18,0.209231038487714,1.12735394079941,0.843905418532328,0.257959880179412
"885",2009-09-21,0.214264013605122,-0.00357914572007465,-0.0975072546383698,-0.140032357052917
"886",2009-09-22,0.133713218292868,-1.09716200890073,0.181165813012804,0.328332256648053
"887",2009-09-23,0.0701284197473609,-0.134682708305816,-0.184237595890096,-0.0203462199775783
"888",2009-09-24,0.0826876641071614,-0.037135984615108,-0.0715866123698796,-0.348336187940954
"889",2009-09-25,0.0656288936055309,-0.128324872596058,0.0190590075804891,0.00139939225502751
"890",2009-09-28,-0.0217175777869107,-0.0523596081361007,-0.817689239159145,-0.155949385640774
"891",2009-09-29,-0.032131429527539,-0.0552818365436721,-0.119378568221738,-2.27806424160447
"892",2009-09-30,-0.00326720126203378,0.253289113808209,0.0298484636559264,0.0129090004649087
"893",2009-10-09,0.150145766084037,0.749367658856585,1.02596450616263,0.8249411295879
"894",2009-10-12,0.130153026216729,-0.250466446090491,-0.300965345227169,-0.924345150220244
"895",2009-10-13,0.178522932241407,-0.119684470640996,0.0792474515094304,0.122299867985547
"896",2009-10-14,0.218346057939979,-0.731341218675668,-0.0669148527533889,-0.000747471403290067
"897",2009-10-15,0.229084617752698,-0.063464747966828,-0.500650046284299,-0.123664184721649
"898",2009-10-16,0.225420055224815,-0.0728788830744825,-0.0967299998922082,-0.0166052344591708
"899",2009-10-19,0.296902217952246,0.247156053152845,0.0450647049573592,0.170746416624348
"900",2009-10-20,0.350455856413517,-0.0138108390079108,-0.467843859827296,-0.144789323119485
"901",2009-10-21,0.33438280684502,0.079975025433695,0.0575493838150197,-0.154761655999947
"902",2009-10-22,0.312140303906795,-0.146765436382625,0.00133893202868785,0.0199640177713658
"903",2009-10-23,0.377592173866824,0.126340683019427,0.0907275393865502,0.138470891710444
"904",2009-10-26,0.379586809166811,-0.0742725800319943,0.0104464919287444,-0.403534169222416
"905",2009-10-27,0.277408136909934,0.693799356278916,0.524802561391955,-0.285624788605709
"906",2009-10-28,0.288854096451137,-0.332321366697182,-0.206218658000406,0.0478720358288296
"907",2009-10-29,0.206679760778428,0.0335085855545521,0.0247326144643469,-0.125628413781427
"908",2009-10-30,0.24770894503048,-0.180641419206792,0.0634370003264138,-0.290034627984989
"909",2009-11-02,0.341410417262415,0.408235476508211,0.363999411676097,0.257449470904026
"910",2009-11-03,0.384990879223752,-0.734780643488969,-0.022694427535431,0.0438891501799075
"911",2009-11-04,0.401585781050967,0.0925691472993404,0.0093458709871299,-0.422851104144655
"912",2009-11-05,0.432328677447855,-0.125885635694634,-0.560785967703919,-0.0704485750097527
"913",2009-11-06,0.442754125905344,-0.0215903158565353,0.00029475318664318,0.0111322440062797
"914",2009-11-09,0.456136737162231,-0.0399078030847866,-0.389251371848292,-0.682257547104546
"915",2009-11-10,0.459650542370929,0.0140911970241254,0.0517174254851463,0.0024516578227655
"916",2009-11-11,0.455684465204676,0.00138392412905995,-0.141004907414612,-0.084472735076334
"917",2009-11-12,0.453086800627949,0.0470853347809502,-0.0289007067339803,-0.00553104648421533
"918",2009-11-13,0.47013397441272,-0.0216510906334709,0.0101540904962499,0.0199906267857232
"919",2009-11-16,0.57148927977251,0.212693395220673,0.21204081735466,0.283377536393228
"920",2009-11-17,0.580581105791053,0.0489125483005718,0.0211736265192397,-0.142307427780405
"921",2009-11-18,0.604168827885083,-0.0235403005335844,0.0114891029346899,-0.0335902521232506
"922",2009-11-19,0.624323921788437,-0.212075874622867,0.00207620695432086,-0.0345905091629287
"923",2009-11-20,0.610106346917601,0.0214235669710743,0.0270130320705842,-0.0651400766456115
"924",2009-11-23,0.645255995721437,0.0226544852546837,0.0174684378578852,-0.0462597714589494
"925",2009-11-24,0.511742994507791,1.57225951286637,1.59876715364861,1.48400771118001
"926",2009-11-25,0.589023515665416,1.0668578421753,0.126424423651391,-0.065362624765684
"927",2009-11-26,0.450802247406453,0.66283185882231,1.33800582951236,1.54429769020881
"928",2009-11-27,0.364151579025635,-0.81108719344252,0.00693571494368623,-0.0524560433020803
"929",2009-11-30,0.479005462810917,0.498035401245431,1.02710197125258,0.689700814120477
"930",2009-12-01,0.52546191055363,-1.72758029705644,0.214692812116399,-0.17529776757998
